"Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"68","90","20","92","88"
"0","51","65","16","84"
"64","39","35","28","76"
"16","93","25","48","4"
"52","69","45","8","20"
"24","45","30","76","100"
"76","45","40","60","92"
"100","45","15","32","32"
"100","75","100","24","80"
"92","3","10","96","0"
"48","66","65","8","16"
"24","30","15","40","40"
"4","84","0","0","92"
"44","24","100","96","56"
"12","87","60","12","72"
"8","78","95","68","96"
"36","60","20","76","92"
"44","60","100","68","92"
"8","18","60","56","8"
"40","3","20","80","4"
"24","51","60","52","20"
"76","45","75","44","32"
"8","3","5","68","52"
"56","6","75","80","0"
"16","66","15","44","44"
"40","57","5","100","84"
"88","48","5","56","80"
"68","78","35","0","4"
"76","21","70","92","8"
"0","6","100","40","12"
"84","87","0","28","20"
"32","15","80","44","80"
"84","15","0","52","20"
"16","0","20","56","52"
"68","51","55","60","88"
"4","39","30","16","28"
"76","69","35","56","32"
"92","66","50","56","96"
"84","3","80","8","80"
"12","54","70","100","88"
"28","12","0","8","60"
"52","24","35","8","52"
"44","42","50","96","100"
"80","36","60","20","20"
"64","45","35","80","28"
"20","0","45","36","16"
"32","0","80","44","76"
"96","6","35","4","40"
"72","33","40","60","80"
"44","33","95","16","80"
"4","48","45","32","60"
"96","69","30","76","60"
"88","21","5","28","4"
"28","15","100","56","16"
"68","42","55","12","76"
"100","81","10","40","40"
"32","51","40","0","88"
"100","33","55","52","88"
"88","66","95","96","84"
"44","84","100","44","36"
"28","99","50","100","60"
"72","18","45","52","72"
"4","27","60","60","92""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"36","18","45","40","52"
"72","99","90","60","56"
"100","54","75","100","20"
"56","33","35","4","64"
"8","15","85","92","36"
"20","66","100","36","16"
"48","69","60","84","32"
"0","9","30","84","32"
"92","6","55","0","76"
"100","0","10","68","96"
"28","33","75","32","32"
"92","15","80","28","64"
"60","30","5","76","28"
"88","69","80","44","4"
"0","30","85","100","44"
"8","72","25","56","48"
"88","27","25","28","76"
"16","6","40","72","100"
"44","81","80","0","56"
"8","12","50","32","84"
"24","3","55","32","28"
"96","66","0","4","12"
"56","66","30","60","8"
"84","24","50","100","52"
"16","90","10","92","88"
"4","63","70","0","52"
"32","42","5","76","28"
"32","3","90","96","88"
"20","84","30","24","80"
"4","93","5","92","12"
"88","57","15","52","8"
"20","24","30","76","96"
"44","78","5","52","68"
"72","93","40","4","76"
"28","75","0","84","64"
"16","15","5","68","88"
"56","39","10","76","96"
"28","36","25","24","84"
"80","60","45","8","20"
"36","81","70","56","96"
"12","0","0","4","32"
"40","90","50","84","64"
"72","21","5","80","96"
"48","3","70","16","96"
"16","51","0","24","80"
"56","54","90","56","12"
"56","63","90","12","12"
"72","6","40","20","52"
"28","3","15","8","72"
"68","60","90","52","96"
"28","90","45","52","68"
"64","3","60","80","0"
"4","90","50","16","40"
"36","57","45","80","40"
"72","54","10","36","16"
"64","99","90","92","12"
"76","30","95","36","32"
"80","75","80","76","48"
"76","54","65","12","88"
"100","54","45","36","80"
"60","48","30","76","36"
"60","69","15","60","0"
"48","87","20","56","48"
"100","18","45","64","16"
"100","87","80","92","96"
"88","36","35","56","4"
"4","78","50","52","88"
"0","78","25","96","44"
"52","21","75","8","40"
"88","18","50","76","0"
"48","33","75","12","60"
"8","81","80","20","72"
"16","90","90","76","88"
"80","18","25","76","44"
"96","33","10","40","84"
"72","87","0","8","72"
"48","9","75","84","8"
"56","51","55","48","76"
"56","78","50","24","92"
"36","21","60","0","8"
"36","69","25","56","92"
"68","18","95","60","44"
"24","60","95","28","24"
"16","75","70","72","16"
"68","15","20","44","20"
"36","60","45","36","80"
"28","93","75","56","76"
"56","3","70","12","60"
"44","63","80","36","100"
"36","42","60","64","0"
"84","9","80","24","56"
"68","33","75","20","52"
"8","54","5","60","80"
"72","42","100","64","92"
"68","27","60","12","44"
"12","15","70","32","52"
"56","45","10","28","24"
"20","75","95","40","24"
"48","69","25","88","84"
"4","6","20","12","32"
"72","90","75","4","20"
"44","9","65","100","40"
"20","87","75","64","4"
"12","21","95","72","0"
"52","12","95","28","64"
"80","78","0","84","52"
"48","69","80","52","96"
"68","84","100","80","12"
"84","27","40","72","24"
"40","51","95","76","100"
"52","12","70","32","44"
"12","63","55","28","52"
"80","3","25","12","36"
"36","39","70","88","80"
"72","90","20","36","48"
"20","66","50","44","100"
"80","96","80","96","32"
"4","75","40","80","16"
"12","48","90","16","4"
"88","12","30","88","20"
"48","60","55","96","100"
"20","18","95","88","76"
"0","21","45","40","32"
"4","81","80","76","60"
"0","12","50","40","4"
"32","30","95","28","16"
"16","93","35","68","60"
"12","12","80","24","36"
"24","48","55","40","76"
"56","96","65","56","40"
"32","0","70","84","16"
"8","15","100","20","20"
"56","18","65","80","92"
"20","96","65","68","8"
"84","21","100","4","52"
"24","48","0","92","32"
"80","24","55","20","96"
"60","12","50","80","28"
"56","48","5","24","40"
"80","57","90","12","80"
"64","84","0","44","44"
"52","60","5","36","40"
"36","3","15","4","32"
"16","42","70","0","32"
"4","78","75","100","96"
"44","24","35","8","56"
"48","75","55","84","72"
"16","78","25","96","84"
"48","87","0","40","8"
"8","12","50","8","12"
"84","36","15","24","8"
"36","33","55","20","8"
"16","39","45","44","76"
"88","54","65","92","4"
"24","27","15","8","84"
"80","6","85","76","32"
"64","3","85","60","56"
"64","21","60","24","52"
"44","42","75","36","48"
"24","0","30","36","28"
"56","87","35","52","40"
"60","72","100","100","28"
"36","54","50","32","12"
"52","87","30","24","76"
"48","63","30","68","92"
"4","57","75","36","8"
"84","18","0","48","48"
"88","24","0","68","4"
"16","63","100","76","16"
"72","3","85","8","44"
"8","54","20","52","12"
"60","45","95","52","24"
"60","12","90","4","56"
"92","24","5","76","28"
"12","39","65","16","72"
"32","45","45","68","4"
"80","9","90","32","68"
"4","21","0","48","4"
"92","27","90","28","56"
"64","75","5","44","64"
"84","87","0","72","96"
"84","27","5","16","96"
"8","78","45","88","12"
"84","75","70","8","56"
"80","48","45","36","56"
"32","90","50","52","68"
"28","69","50","60","36"
"96","69","20","16","100"
"12","30","40","40","68"
"96","87","70","28","76"
"88","42","65","44","60"
"92","27","75","68","100"
"84","99","0","36","48"
"68","39","70","32","72"
"84","75","90","56","36"
"92","33","80","92","8"
"44","48","25","96","92"
"52","24","95","36","96"
"60","48","80","8","28"
"72","78","5","4","0"
"60","81","85","4","40"
"88","18","5","96","96"
"12","81","10","12","96"
"28","24","90","88","88"
"56","42","30","32","60"
"80","45","65","32","84"
"44","90","85","52","16"
"68","30","85","52","100"
"40","15","55","36","52"
"72","102","35","64","80"
"32","27","85","60","92"
"52","57","30","72","36"
"88","3","15","0","44"
"44","99","55","72","56"
"80","6","65","96","36"
"60","90","0","40","88"
"64","27","5","100","48"
"8","81","75","80","92"
"24","36","25","84","68"
"72","45","40","84","68"
"44","9","40","100","100"
"40","3","10","56","52"
"0","9","95","20","32"
"48","24","70","16","80"
"32","66","20","64","76"
"44","60","70","100","16"
"0","51","100","64","0"
"28","57","85","4","0"
"52","51","15","64","88"
"68","72","70","44","12"
"0","6","65","84","4"
"80","33","0","48","68"
"92","33","30","56","44"
"56","21","60","32","48"
"72","60","0","36","20"
"72","54","95","56","56"
"76","12","25","44","4"
"48","33","20","72","84"
"36","63","25","20","4"
"4","72","50","92","28"
"12","78","55","96","56"
"20","84","35","100","12"
"68","78","30","36","36"
"100","33","30","88","76"
"96","9","75","80","44"
"24","6","80","32","12"
"48","87","40","60","8"
"24","93","15","8","4"
"64","75","40","16","68"
"60","36","65","72","20"
"0","57","25","84","48"
"80","84","0","36","100"
"40","87","95","96","40"
"100","81","40","20","100"
"48","102","35","52","44"
"76","78","85","72","12"
"84","84","20","88","48"
"72","0","50","48","32"
"44","90","65","84","68"
"36","57","25","72","80"
"24","12","30","36","40"
"16","24","100","8","96"
"40","12","80","40","84"
"24","3","60","36","68"
"72","84","100","80","84"
"68","12","80","44","80"
"52","36","90","40","60"
"40","69","10","68","92"
"80","72","90","88","44"
"8","45","45","0","4"
"40","78","5","4","4"
"40","66","100","48","80"
"24","72","80","96","64"
"88","84","20","12","28"
"4","30","40","64","36"
"84","63","75","76","96"
"76","57","95","32","0"
"68","69","35","100","88"
"72","45","30","36","40"
"96","78","65","40","68"
"16","63","55","64","4"
"84","84","20","24","24"
"4","9","25","12","16"
"80","15","10","4","12"
"60","99","90","0","44"
"80","96","75","24","24"
"12","33","15","24","56"
"52","30","35","48","12"
"28","36","85","24","76"
"0","9","10","80","32"
"4","36","40","52","36"
"96","78","0","80","40"
"80","36","20","80","0"
"32","96","85","76","76"
"76","27","45","32","20"
"12","96","90","4","64"
"28","51","80","48","4"
"80","72","60","76","76"
"12","96","55","60","12"
"60","90","35","56","80"
"56","30","15","44","72"
"56","84","35","80","28"
"20","24","85","36","96"
"44","45","0","72","68"
"88","102","55","80","72"
"40","57","10","92","68"
"92","75","70","40","72"
"72","96","55","36","60"
"16","54","35","28","40"
"36","21","100","68","12"
"40","69","5","0","40"
"16","72","45","4","4"
"56","99","90","20","84"
"96","99","10","40","64"
"52","63","30","44","44"
"96","87","90","64","8"
"8","99","10","28","60"
"32","66","20","80","36"
"48","0","45","76","72"
"24","87","75","80","56"
"76","6","0","20","64"
"60","45","50","80","12"
"52","69","10","44","40"
"12","36","55","56","96"
"72","18","45","16","80"
"48","27","95","32","84"
"0","99","100","60","52"
"80","12","50","0","60"
"52","75","90","4","72"
"28","45","0","92","84"
"52","78","95","4","20"
"0","96","75","76","8"
"48","84","50","48","32"
"12","84","40","96","24"
"36","66","65","76","84"
"28","72","5","72","68"
"92","57","10","40","88"
"60","51","70","36","16"
"56","51","80","88","4"
"84","87","55","80","12"
"48","45","0","80","20"
"36","27","30","80","92"
"40","45","20","52","64"
"48","36","85","20","0"
"40","54","45","32","92"
"0","78","35","0","100"
"72","66","5","36","76"
"32","15","95","64","64"
"36","75","5","12","28"
"80","48","85","48","8"
"0","45","60","80","88"
"76","33","100","24","0"
"96","90","90","12","80"
"60","102","75","60","20"
"24","51","65","24","48"
"68","96","70","80","28"
"52","96","30","8","96"
"92","27","10","40","40"
"68","48","25","52","72"
"16","6","85","84","20"
"72","15","55","24","28"
"32","0","15","96","68"
"56","3","65","12","40"
"60","21","65","96","40"
"84","36","15","100","48"
"100","27","10","4","92"
"64","42","85","40","4"
"28","21","85","80","84"
"88","96","60","48","72"
"72","33","90","60","48"
"80","9","0","92","40"
"76","27","30","12","100"
"28","69","100","48","8"
"8","0","15","8","36"
"28","6","85","0","16"
"20","6","100","52","56"
"76","72","75","36","52"
"44","30","90","60","8"
"40","69","90","4","60"
"60","69","40","28","8"
"20","21","20","72","80"
"28","87","40","64","72"
"92","96","60","64","36"
"60","3","35","52","40"
"80","84","45","92","84"
"24","9","90","88","52"
"64","90","40","60","0"
"40","36","70","60","8"
"48","48","70","44","44"
"96","30","60","84","84"
"44","84","70","56","60"
"84","75","55","24","36"
"16","12","75","24","76"
"48","45","85","80","36"
"8","27","55","76","4"
"4","3","100","84","36"
"88","33","70","8","40"
"24","15","90","68","32"
"8","15","50","80","16"
"56","93","65","72","84"
"24","54","30","28","28"
"4","21","40","88","76"
"92","3","0","56","0"
"96","24","85","40","40"
"40","27","100","68","68"
"12","75","45","84","72"
"68","6","40","100","88"
"68","27","10","88","100"
"20","27","80","0","12"
"16","84","50","84","76"
"100","12","15","40","84"
"32","33","80","60","68"
"20","60","60","20","72"
"36","57","35","4","16"
"32","90","55","84","44"
"60","96","15","4","24"
"4","78","85","40","24"
"44","27","45","28","56"
"72","93","15","72","28"
"68","45","55","44","60"
"64","15","80","56","40"
"12","99","5","80","72"
"24","6","65","56","96"
"68","39","45","52","64"
"32","96","50","52","20"
"28","9","15","36","56"
"72","57","10","36","0"
"100","0","5","60","28"
"88","78","90","72","72"
"64","9","60","92","0"
"28","90","50","32","80"
"8","69","60","96","80"
"56","48","40","96","96"
"56","57","35","32","44"
"84","18","30","92","36"
"40","87","45","16","80"
"20","39","25","96","24"
"36","54","20","20","68"
"16","3","10","16","36"
"76","93","95","64","12"
"28","102","25","88","48"
"24","72","5","100","44"
"88","12","85","84","28"
"8","54","65","44","92"
"36","99","15","40","32"
"28","78","30","92","88"
"56","24","60","20","12"
"36","90","75","8","20"
"88","33","25","72","84"
"88","0","45","60","36"
"12","24","90","64","48"
"88","0","50","48","96"
"96","42","90","72","76"
"20","15","80","56","24"
"24","24","5","80","80"
"96","30","70","68","20"
"8","57","75","24","68"
"4","30","55","24","48"
"20","54","65","60","4"
"48","30","20","36","100"
"40","33","60","60","92"
"92","60","20","12","72"
"96","48","60","72","100"
"84","51","15","60","56"
"76","12","5","0","32"
"60","96","85","32","24"
"88","27","65","4","80"
"96","90","35","96","12"
"68","57","100","68","12"
"64","99","5","20","20"
"96","45","0","80","68"
"28","9","45","68","20"
"8","84","65","68","8"
"4","78","75","76","24"
"20","21","70","12","0"
"76","54","55","52","24"
"80","30","10","44","24"
"32","84","30","8","40"
"8","3","60","60","56"
"76","48","85","92","72"
"92","12","60","24","24"
"60","90","80","80","16"
"68","39","80","92","52"
"80","33","75","48","20"
"96","12","60","16","68"
"28","93","5","16","20"
"92","51","40","68","20"
"40","96","85","80","32"
"76","36","95","72","92"
"80","42","5","16","52"
"48","12","0","96","100"
"64","84","35","52","16"
"36","69","75","12","96"
"92","93","70","36","96"
"76","30","55","0","60"
"68","45","20","80","84"
"28","93","65","20","96"
"64","48","0","72","4"
"12","57","25","44","100"
"8","66","5","72","76""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"100","66","35","52","60"
"56","51","50","52","16"
"8","24","5","56","48"
"52","96","50","64","76"
"56","9","35","36","56"
"84","12","80","28","56"
"68","24","85","40","60"
"12","51","0","44","72"
"68","12","30","4","48"
"8","3","20","100","8"
"40","9","25","12","60"
"52","9","55","76","16"
"36","60","25","64","80"
"64","30","35","8","12"
"24","69","45","92","32"
"96","9","95","44","36"
"8","27","50","96","0"
"4","42","45","20","40"
"56","27","50","68","32"
"64","48","35","8","24"
"52","96","35","72","20"
"56","6","90","36","28"
"92","33","95","100","32"
"68","93","20","52","24"
"36","60","30","12","60"
"28","21","60","52","64"
"76","21","55","52","96"
"52","81","25","0","68"
"80","42","70","8","28"
"72","63","90","96","44"
"68","30","10","100","8"
"48","57","60","12","100"
"76","3","90","44","32"
"96","96","65","56","64"
"80","24","65","0","32"
"20","57","80","68","20"
"88","48","50","92","12"
"96","96","70","92","32"
"40","60","95","4","48"
"52","57","20","0","32"
"20","84","5","24","100"
"92","9","15","72","40"
"80","93","50","76","32"
"84","6","100","60","36"
"48","15","20","84","92"
"36","39","30","88","40"
"56","33","50","68","56"
"100","75","70","40","44"
"100","75","65","48","0"
"36","78","50","88","20"
"80","63","70","12","72"
"16","18","45","52","88"
"96","63","40","68","76"
"60","63","45","80","72"
"48","96","75","96","40"
"84","30","55","100","12"
"44","84","10","92","72"
"100","33","15","48","8"
"56","78","10","96","92"
"80","39","85","4","68"
"64","21","0","92","20"
"64","81","40","84","84"
"16","30","15","80","0"
"92","51","75","36","12"
"0","63","60","20","92"
"76","45","10","56","20"
"84","42","45","68","12"
"36","87","55","92","60"
"20","12","40","80","12"
"88","39","100","52","44"
"76","72","60","12","68"
"52","42","5","84","4"
"80","63","30","60","0"
"40","57","30","12","68"
"56","3","40","56","100"
"4","42","100","88","4"
"84","96","25","44","60"
"96","27","70","72","32"
"8","36","35","76","92"
"12","33","25","60","96"
"40","33","10","52","56"
"8","0","60","20","48"
"72","27","35","32","12"
"84","93","0","52","36"
"16","84","25","24","52"
"76","66","15","68","44"
"4","27","85","20","16"
"0","102","85","96","36"
"16","60","45","40","44"
"84","66","20","80","0"
"68","45","90","40","20"
"48","33","45","80","76"
"72","30","100","92","16"
"12","57","85","56","92"
"72","90","30","52","0"
"64","48","85","16","32"
"68","87","55","28","60"
"84","12","0","48","4"
"76","0","0","56","52"
"60","21","10","28","64"
"76","84","70","96","56"
"84","3","0","0","68"
"48","51","40","8","28"
"20","96","40","76","64"
"28","12","10","80","60"
"96","99","85","80","28"
"52","6","60","76","12"
"80","42","85","0","36"
"28","36","85","68","76"
"0","81","30","88","32"
"0","75","75","28","72"
"72","45","90","8","44"
"32","69","20","60","36"
"4","87","10","100","76"
"76","63","50","100","92"
"4","93","55","96","60"
"80","33","25","56","76"
"92","72","25","44","44"
"52","51","25","76","100"
"36","51","5","100","16"
"44","24","20","68","20"
"68","75","80","80","12"
"16","54","55","36","76"
"64","51","75","16","68"
"80","57","70","32","48"
"48","81","40","4","68"
"80","12","35","48","76"
"48","42","35","60","4"
"88","90","100","12","84"
"40","54","35","68","56"
"44","12","10","80","76"
"68","66","75","12","100"
"28","3","55","60","32"
"20","21","70","16","36"
"60","3","55","32","96"
"48","51","60","96","28"
"92","60","55","16","4"
"68","39","25","24","44"
"36","36","90","40","60"
"12","6","5","36","32"
"4","87","100","88","72"
"48","36","90","8","60"
"80","51","95","76","56"
"84","24","50","72","80"
"24","39","65","32","80"
"56","102","25","64","8"
"44","24","50","88","20"
"96","72","15","80","16"
"0","72","95","4","12"
"40","90","90","84","20"
"84","81","75","64","4"
"40","66","80","68","92"
"0","30","100","96","68"
"60","30","40","68","40"
"60","60","30","56","92"
"12","12","35","88","0"
"60","48","25","88","20"
"28","24","45","88","32"
"96","87","20","28","72"
"100","36","50","36","60"
"96","9","85","68","12"
"92","18","30","36","0"
"24","90","35","96","68"
"36","36","70","64","16"
"44","96","85","8","48"
"56","18","90","68","48"
"60","57","30","40","64"
"60","42","60","76","0"
"48","21","40","4","28"
"0","30","30","100","8"
"44","93","85","12","8"
"28","99","80","20","12"
"20","87","75","32","28"
"4","6","5","52","48"
"84","24","55","24","68"
"88","93","100","88","32"
"68","45","70","56","60"
"68","3","5","4","32"
"28","42","25","52","60"
"48","78","70","100","12"
"0","45","90","12","0"
"24","6","10","24","24"
"48","87","40","4","88"
"16","24","80","84","68"
"68","18","25","40","60"
"12","78","55","92","80"
"48","69","5","100","68"
"0","57","55","52","20"
"28","96","100","56","96"
"40","90","0","52","80"
"72","27","60","12","88"
"64","81","75","52","44"
"84","99","25","56","8"
"88","36","65","20","0"
"12","60","80","20","72"
"12","6","35","12","60"
"20","96","15","88","72"
"36","48","95","100","12"
"36","27","85","36","28"
"4","3","0","28","56"
"92","12","35","40","52"
"40","3","55","36","16"
"76","60","85","68","96"
"68","75","65","84","80"
"40","84","65","36","84"
"92","45","40","16","60"
"44","15","40","24","60"
"16","63","45","60","80"
"52","27","75","68","44"
"72","0","75","32","76"
"12","30","90","24","68"
"12","75","45","68","28"
"64","12","80","20","4"
"56","54","85","64","96"
"48","96","25","72","92"
"64","72","40","20","84"
"20","9","25","24","36"
"0","45","45","56","92"
"64","60","40","72","100"
"96","12","85","0","52"
"40","81","15","80","84"
"100","12","75","12","64"
"24","30","65","92","40"
"88","27","65","20","12"
"24","69","55","64","44"
"80","33","90","8","92"
"40","69","95","52","96"
"20","48","85","8","12"
"88","12","50","68","56"
"100","30","45","48","4"
"16","93","25","92","100"
"28","87","75","44","4"
"40","3","10","36","80"
"100","42","15","16","72"
"72","36","60","72","68"
"28","27","40","92","68"
"68","66","65","96","72"
"56","33","50","72","80"
"92","45","5","52","24"
"52","78","0","20","0"
"20","66","75","76","28"
"4","84","50","64","12"
"76","18","40","0","84"
"16","15","20","60","40"
"36","99","0","64","72"
"8","36","55","68","0"
"72","33","55","52","28"
"24","12","35","60","16"
"40","87","85","64","4"
"100","69","65","20","12"
"20","93","70","96","76"
"68","93","65","52","20"
"84","18","55","32","0"
"44","15","35","100","20"
"16","48","100","52","0"
"40","90","0","72","40"
"32","15","70","48","20"
"16","99","55","28","4"
"60","75","95","72","80"
"56","54","45","88","92"
"52","81","100","36","60"
"40","39","20","96","4"
"44","27","45","76","64"
"40","12","60","72","80"
"40","6","0","44","20"
"88","6","45","20","28"
"52","30","75","72","0"
"8","42","25","28","48"
"28","81","60","76","4"
"36","27","15","0","44"
"60","3","80","44","16"
"64","9","75","56","44"
"92","93","100","60","56"
"52","72","80","56","48"
"52","84","70","20","76"
"20","27","95","60","0"
"12","42","55","80","88"
"56","27","0","24","52"
"8","48","20","40","12"
"12","84","50","16","64"
"4","18","10","0","96"
"68","96","85","84","44"
"28","27","55","76","28"
"40","60","65","24","92"
"40","27","70","80","16"
"28","39","90","8","28"
"40","39","90","52","100"
"96","36","95","36","20"
"72","42","95","68","64"
"68","51","40","76","68"
"44","93","25","88","24"
"24","21","55","100","8"
"80","93","45","84","20"
"8","24","50","8","28"
"32","9","5","60","24"
"12","51","95","4","100"
"60","9","30","24","100"
"84","39","90","12","96"
"100","18","25","92","60"
"12","54","50","60","60"
"96","66","20","52","72"
"72","39","10","12","16"
"48","57","50","56","20"
"40","36","10","24","28"
"76","3","40","40","44"
"64","72","55","88","20"
"60","15","95","12","56"
"44","30","20","48","68"
"32","0","15","8","84"
"96","36","15","44","52"
"0","24","5","28","80"
"64","3","15","28","36"
"88","21","75","80","96"
"4","21","30","32","52"
"80","63","0","20","60"
"56","12","0","68","56"
"48","36","20","36","48"
"68","60","15","100","48"
"92","0","35","68","32"
"56","60","85","4","76"
"0","93","10","84","20"
"16","96","85","0","16"
"48","87","15","20","16"
"60","36","20","40","56"
"0","36","20","44","96"
"0","51","25","92","44"
"12","6","15","32","88"
"4","81","65","52","52"
"48","54","5","84","100"
"72","51","40","88","40"
"48","15","60","76","44"
"20","69","90","32","32"
"0","90","25","16","76"
"52","69","50","100","88"
"56","69","15","84","28"
"16","24","70","40","92"
"12","51","50","24","80"
"20","15","100","24","48"
"68","84","30","92","36"
"4","57","25","96","88"
"64","54","65","96","100"
"28","3","30","64","72"
"72","57","100","48","44"
"76","48","60","48","92"
"68","30","5","80","20"
"72","60","55","4","48"
"76","42","25","100","0"
"72","12","70","52","56"
"24","12","50","40","20"
"12","75","70","28","100"
"0","84","80","24","40"
"68","48","5","16","52"
"24","93","45","8","60"
"24","18","20","8","56"
"28","78","90","68","100"
"52","3","65","76","36"
"84","18","35","60","40"
"0","75","70","0","4"
"72","96","5","64","92"
"96","63","80","92","96"
"52","33","55","24","24"
"96","78","65","40","48"
"56","72","25","12","60"
"68","87","40","16","84"
"40","3","25","52","8"
"16","21","15","60","84"
"0","51","0","68","44"
"8","39","95","16","52"
"56","21","25","20","72"
"48","18","80","76","36"
"64","30","90","28","72"
"48","78","45","0","16"
"0","9","65","40","48"
"12","18","10","84","0"
"72","69","25","96","24"
"12","54","65","76","96"
"96","45","95","48","56"
"68","57","75","72","32"
"24","36","90","88","60"
"48","87","95","16","64"
"72","9","5","60","0"
"52","42","15","4","28"
"64","96","30","52","84"
"60","6","55","84","24"
"80","21","80","16","92"
"44","81","20","28","16"
"52","27","65","84","68"
"32","3","25","76","40"
"92","12","15","80","12"
"16","12","0","20","8"
"40","6","65","72","96"
"44","33","70","8","36"
"92","66","60","48","56"
"24","54","5","48","40"
"72","45","95","96","96"
"52","66","0","56","36"
"48","39","25","44","40"
"48","72","85","16","44"
"36","72","65","36","92"
"24","30","40","28","56"
"12","90","30","24","48"
"52","66","5","84","76"
"12","99","75","84","64"
"56","51","70","96","56"
"72","84","90","96","60"
"84","0","75","8","0"
"88","51","45","80","36"
"96","9","25","64","4"
"24","48","100","44","96"
"52","0","85","52","60"
"12","18","55","28","72"
"20","24","30","40","80"
"20","9","20","56","4"
"100","45","75","12","4"
"72","24","70","20","92"
"72","30","10","16","92"
"44","87","80","28","4"
"88","6","20","80","28"
"40","39","75","72","100"
"88","9","30","84","48"
"32","36","65","36","24"
"32","51","95","72","88"
"20","21","0","12","12"
"44","87","10","0","64"
"24","96","5","28","4"
"24","54","45","84","32"
"12","36","30","48","76"
"88","6","95","76","52"
"72","18","5","36","80"
"0","54","70","32","4"
"80","54","25","40","80"
"72","63","85","24","96"
"36","36","15","76","48"
"0","93","35","4","48"
"20","30","85","24","64"
"80","3","75","60","56"
"12","3","5","32","84"
"100","69","100","20","24"
"52","3","40","100","24"
"72","15","50","44","72"
"24","36","30","96","28"
"0","87","55","16","36"
"60","51","10","88","100"
"80","48","45","84","64"
"20","102","70","36","92"
"12","12","75","28","44"
"84","12","35","20","76"
"68","15","10","76","52"
"12","9","100","40","72"
"96","24","35","96","28"
"16","93","80","0","44"
"40","39","35","56","92"
"12","30","85","68","44"
"8","75","85","100","16"
"36","93","50","48","0"
"100","33","0","20","76"
"16","42","80","100","28"
"32","84","0","0","0"
"0","21","70","36","16"
"52","30","15","28","88"
"28","57","85","72","76"
"32","45","0","52","64"
"88","12","65","36","16"
"0","12","95","8","44"
"20","48","20","4","16"
"84","87","15","12","20"
"0","72","5","80","88"
"20","36","95","52","8"
"36","3","40","96","48"
"4","72","80","4","20"
"16","27","35","24","28"
"72","21","75","52","20"
"48","15","5","8","56"
"12","66","90","68","40"
"16","39","0","16","16"
"4","69","80","4","68"
"60","81","30","92","92"
"72","33","100","92","92"
"40","27","30","16","60"
"52","75","80","88","36"
"88","81","30","28","72"
"80","18","80","68","16"
"8","9","65","28","64"
"12","69","90","84","56"
"8","60","25","64","16"
"20","51","5","56","52"
"32","42","90","68","36"
"100","81","50","68","56"
"88","93","5","68","12"
"4","96","25","52","4"
"60","36","20","100","56"
"40","78","35","84","52"
"100","51","25","84","64"
"12","87","0","92","88"
"4","72","60","8","52"
"48","33","70","92","0"
"20","99","100","76","24"
"40","48","40","20","96"
"20","48","20","100","48"
"24","39","85","92","76""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"36","12","50","88","64"
"40","15","20","76","48"
"84","51","90","40","76"
"84","9","20","84","8"
"52","63","70","0","64"
"8","90","50","36","80"
"72","63","90","96","48"
"0","45","100","100","0"
"20","3","30","88","32"
"20","15","90","72","32"
"92","6","20","16","76"
"60","87","40","44","48"
"0","66","60","32","64"
"88","102","70","96","0"
"76","84","65","28","8"
"16","72","70","8","52"
"28","60","95","4","100"
"48","54","40","32","88"
"80","15","70","40","60"
"72","3","35","52","32"
"56","96","80","28","16"
"96","87","25","100","20"
"84","84","45","8","44"
"12","81","15","100","60"
"48","51","65","36","96"
"96","81","100","20","32"
"68","42","100","4","24"
"24","81","15","40","36"
"64","57","80","8","56"
"24","57","70","60","12"
"28","12","15","8","40"
"56","51","25","56","80"
"36","21","25","8","56"
"84","66","45","60","100"
"52","12","80","68","40"
"80","9","70","84","4"
"92","93","65","68","0"
"8","72","95","44","96"
"0","51","80","92","28"
"60","84","5","24","84"
"36","51","70","16","48"
"48","12","60","56","24"
"20","24","55","72","88"
"36","93","30","4","20"
"48","27","60","24","76"
"60","15","65","100","100"
"76","27","80","88","48"
"64","30","0","48","32"
"12","81","15","4","24"
"12","57","40","56","40"
"72","93","40","32","92"
"44","72","75","44","60"
"88","66","35","96","92"
"16","15","30","40","40"
"4","81","80","16","92"
"8","21","15","48","32"
"100","15","70","48","72"
"84","60","55","8","68"
"100","60","75","80","24"
"64","54","60","48","68"
"16","84","15","84","76"
"80","18","100","72","76"
"60","18","90","36","92"
"92","87","5","88","8"
"40","54","35","88","76"
"48","12","0","4","36"
"32","69","60","0","52"
"100","15","35","4","48"
"60","30","85","56","76"
"60","96","65","100","60"
"32","54","100","100","12"
"96","24","70","44","20"
"92","18","0","92","4"
"64","21","0","52","96"
"20","69","15","56","68"
"32","75","20","12","100"
"76","54","90","12","32"
"12","15","45","4","20"
"56","54","5","28","28"
"4","87","30","52","100"
"28","15","20","56","76"
"56","24","40","32","8"
"0","12","80","0","80"
"100","102","5","8","60"
"64","45","35","48","100"
"52","45","90","92","72"
"40","45","75","44","20"
"0","51","20","24","20"
"0","81","65","8","52"
